% >= HS,% >= Bachelor's,"Pov for 25yo<=, <HS","Pov for 25<=, >=Bachelor's",HFR,SNAP_rate,DPI_rate,PI_rate
87.3,24.6,25.3,4.9,0.487,0.13804963467401024,0.10646781509068175,0.11782542527001243
90.0,32.2,25.2,5.9,0.407,0.19450104783335104,0.09904912744937082,0.11426572796250334
89.7,29.7,25.0,4.2,0.368,0.14032925904306204,0.11271354511679392,0.1282916168704955
87.7,32.7,25.3,4.8,0.151,0.17313808640339254,0.11218133718133717,0.12706069440763318
86.3,26.8,31.4,4.6,0.393,0.1471179393767144,0.092926296502039,0.10337927017797702
91.1,27.5,27.0,3.3,0.492,0.11268070363572621,0.11018981431016654,0.1212599097918023
86.1,25.7,29.9,4.1,0.416,0.16524309754728764,0.10005240568162956,0.10961565214641973
82.4,28.4,26.2,4.1,0.336,0.1288366329802794,0.12207337923445022,0.13598493516683063
91.5,31.8,20.6,4.2,0.35,0.08182452899095577,0.11401168660980902,0.12853283636597992
91.7,36.9,22.6,3.8,0.43,0.1289584682086595,0.10744119435779727,0.1200557157710945
88.9,37.0,22.0,3.3,0.345,0.09784978249989137,0.12123792403669902,0.13939582766717254
90.8,34.2,22.4,4.3,0.318,0.14218091288010254,0.12264234821644866,0.13793319804894352
86.0,19.6,28.9,4.1,0.537,0.17256335972641232,0.08410003049544203,0.09317147151398979
91.4,28.4,23.4,3.6,0.434,0.12772026153484012,0.10120360175172814,0.1147349170395139
92.2,26.2,22.4,4.0,0.549,0.05306263295142332,0.12768578255153165,0.14307691635690167
85.1,24.7,28.2,4.5,0.528,0.14939557942217024,0.09294031151114321,0.10303370871430129
93.1,29.6,21.3,2.6,0.572,0.13151391728512324,0.15174630133457828,0.1661602298887583
86.7,28.9,27.7,5.5,0.36,0.12919145773886367,0.09949635815378166,0.11103252334608417
86.0,22.4,27.2,4.5,0.518,0.12941950682495593,0.09441323231103387,0.10480170960814479
82.4,32.9,22.9,5.1,0.163,0.10591827460963531,0.14460270092083097,0.16927594784311525
91.4,39.9,22.5,4.0,0.379,0.08793158058446879,0.11670660675811002,0.13450913991138896
90.5,38.6,23.6,3.4,0.188,0.13830788148848902,0.15144934423463588,0.1795507743859176
89.3,31.0,17.4,3.3,0.387,0.1197174473418118,0.11575031687483087,0.1308184627654272
87.4,28.6,25.4,5.8,0.288,0.14761794351218255,0.11118109090486562,0.12398376646012071
86.4,30.5,27.6,4.8,0.377,0.14498058264279523,0.1063804771122056,0.11964811381026468
92.0,31.9,18.4,4.8,0.091,0.1273767845077961,0.13779866101590812,0.15518702782384375
90.4,27.6,20.2,4.7,0.578,0.11758928220641968,0.09875473094199767,0.11016072106758863
88.8,34.0,23.2,4.5,0.226,0.14013055868815852,0.12038248909280418,0.13784331381326517
88.4,25.6,25.3,3.8,0.424,0.11242781069526739,0.10134971795347515,0.11340094028666507
91.8,28.4,24.2,3.6,0.385,0.11509120689268326,0.10277362869130689,0.11526261046274956
90.5,32.8,23.3,3.3,0.423,0.08458790335435566,0.11036773003052035,0.12315628413725778
85.7,23.4,33.5,4.4,0.525,0.15404906311091654,0.0909702242409353,0.1020405121714659
84.4,23.4,33.8,5.3,0.523,0.17103895220888413,0.1038905718906486,0.11472093519239006
92.3,30.1,25.7,4.1,0.477,0.14920249783696346,0.09943403679042997,0.11151262084791032
90.1,39.3,19.8,3.1,0.167,0.11641910330406983,0.13502114453420283,0.15683320901626085
90.4,42.7,23.8,4.0,0.09,0.12689356198616886,0.14347440759433014,0.17003909439334294
90.4,28.3,28.8,4.3,0.389,0.14670585839435266,0.10027362464866857,0.11368172160056517
92.9,34.8,24.0,3.0,0.391,0.09091670641892285,0.11556937253487533,0.13443628198117488
84.1,21.8,32.2,5.6,0.541,0.16369101347543402,0.08920938927555223,0.09746253132889497
89.6,28.5,27.6,3.8,0.528,0.11923791939094254,0.09994895012625464,0.11257470944570207
92.8,31.0,25.0,5.5,0.65,0.11156022829678582,0.09696341243616702,0.1088213878041454
90.9,31.4,24.1,3.4,0.392,0.09304378767246062,0.11192008154507585,0.12515309766949095
86.0,23.5,19.9,5.5,0.329,0.13907680176807644,0.10926486838937866,0.12308971736934185
92.8,36.6,16.7,3.2,0.463,0.07981860891244097,0.1286349763657631,0.14449248333310924
89.3,38.6,22.0,3.6,0.089,0.10045643804278516,0.14659364993603105,0.1706991568996772
85.4,27.2,31.4,5.7,0.359,0.17438723357121383,0.09692799236250665,0.10652180219525188
86.3,35.7,29.0,5.2,0.145,0.1574404908050349,0.13630896647465812,0.16321901597629868
87.3,30.4,28.2,4.3,0.371,0.13947861940854978,0.0976191156914123,0.11051214666717152
92.4,29.6,22.4,2.8,0.533,0.07800173894279894,0.11200917704849365,0.1244930727880838
90.0,27.5,27.2,3.8,0.419,0.14470938352561016,0.10017207718001007,0.11279131544333226
87.8,25.2,26.0,4.4,0.549,0.14040638598774144,0.10144819926198258,0.1120971155796268
90.3,32.7,23.4,5.1,0.414,0.1758089125126139,0.10233495665142606,0.11841165938570114
90.1,30.8,24.7,3.9,0.402,0.14101585512977413,0.11653762396028491,0.132312515100437
88.5,34.1,24.7,4.3,0.139,0.1683352154007824,0.11333875499401087,0.12863665646839229
86.6,27.2,27.2,3.7,0.45,0.14407682677392197,0.09545004571627579,0.10651727180602454
91.2,28.9,28.8,4.8,0.55,0.09940329877276552,0.11299958383607332,0.1244045712164262
87.0,26.1,27.2,4.5,0.469,0.1510038602184693,0.10200423888602889,0.11208727974300678
82.9,28.9,25.5,4.4,0.355,0.12723158198970344,0.12112011268914884,0.13384883948717713
91.7,32.6,17.9,4.2,0.397,0.07727003319737008,0.11863039377742811,0.13416848062921263
92.1,36.4,24.0,4.5,0.503,0.13664847302933872,0.10890638059101201,0.12192732223926922
89.3,38.1,21.8,3.3,0.353,0.09057862807351703,0.12396622287620823,0.14249768961499565
90.8,35.1,21.6,4.3,0.321,0.13303861599175745,0.12710651730660574,0.14351867506528
86.0,20.8,29.7,4.7,0.6,0.1840886273152155,0.08538535572096244,0.09426055045871559
91.9,29.5,23.4,3.6,0.471,0.12471605046501974,0.10237894488951,0.11639313828374583
93.2,27.1,23.8,3.9,0.607,0.06656858317048193,0.1251727268255381,0.13903156708508668
